food_id,food_name,category,calories_kcal,protein_g,fat_g,carbohydrates_g,fiber_g,sugar_g,sodium_mg,potassium_mg,vitamin_c_mg,iron_mg,calcium_mg,water_content_pct,glycemic_index,serving_size_g,country_of_origin,data_source,year_recorded
831,Egg,Seafood,218.3,8.28,46.62,2.77,1.98,34.18,388.7,1055.8,60.95,7.15,266.95,8.2,71.0,11.4,China,NutritionData.self.com,2023
832,Blueberries (Th),Grains,696.7,8.25,47.75,31.62,8.47,34.95,1925.6,278.6,121.4,16.29,30.1,6.1,84.0,186.1,Canada,USDA,2023
833,Black Beans (Wk),Oils,811.6,34.62,40.825,93.5,19.65,33.56,1890.1,1044.7,199.04,9.77,484.2,65.7,85.0,264.3,Usa,FAO,2020
834,Onion,Proteins,67.2,23.465000000000003,17.48,35.66,5.1,23.33,943.9,1120.8,170.84,13.94,495.7,40.6,72.0,11.6,Uk,FAO,2024
835,Pork Loin (Mf),Grains,356.3,10.02,64.49,60.9,8.2,16.45,282.8,436.1,7.18,5.52,47.0,96.9,5.0,99.2,India,USDA,2021
836,Beef (Lean),Nuts & Seeds,346.2,47.67,77.83,71.66,13.41,22.26,652.4,264.5,95.32,19.38,297.6,13.9,37.0,155.9,Nigeria,Kaggle FoodDB,2022
837,Tofu (He),Fruits,456.04999999999995,27.13,35.97,48.6,13.17,23.31,1024.0,130.3,157.7,16.1,320.2,76.8,81.0,107.4,Nigeria,NutritionData.self.com,2020
838,Almonds,Legumes,327.3,39.92,74.34,45.44,16.12,24.88,1625.8,189.4,156.19,9.66,250.15,65.6,78.0,216.4,Canada,FAO,2020
839,Pineapple,Vegetables,89.5,33.13,37.54,93.14,15.86,29.78,1214.1,1187.9,164.24,7.32,15.0,51.5,56.0,298.4,Brazil,FAO,2020
840,Greek Yogurt,Grains,482.1,23.16,56.65,97.65,9.815000000000001,19.19,1052.8000000000002,76.8,176.79,6.55,181.2,24.1,2.0,138.3,Mexico,Kaggle FoodDB,2021
841,Tofu (Sr),Proteins,527.1,13.66,5.34,68.25,0.06,31.6,357.4,140.5,68.17,1.82,246.5,8.5,88.0,230.4,Canada,OpenFoodFacts,2023
842,Banana,Nuts & Seeds,152.9,25.035,32.12,43.16,15.02,23.55,806.9,1062.8,0.74,6.26,326.5,8.4,1.0,270.9,Usa,OpenFoodFacts,2019
843,Garlic (Ce),Proteins,55.4,36.84,74.46,25.43,0.82,27.875,85.1,176.9,76.54,10.6,95.8,80.1,30.0,14.7,India,FAO,2024
844,Chicken Breast,Fruits,500.2,29.45,40.26,62.65,1.76,3.71,360.0,104.9,56.78,0.51,165.6,54.7,83.0,208.4,Uk,FAO,2019
845,Mango,Vegetables,454.5,23.91,65.12,26.19,5.85,29.94,342.7,872.2,96.045,17.65,161.8,29.7,43.0,194.4,Usa,OpenFoodFacts,2018
846,Kale,Grains,455.8,6.42,47.45,87.81,6.32,28.884999999999998,1068.3,139.5,101.92,3.49,365.2,72.3,2.0,256.2,Germany,Kaggle FoodDB,2023
847,Green Beans (Gw),Fruits,772.4,22.92,64.3,96.9,13.74,38.18,221.3,337.4,126.64,4.53,128.7,59.2,96.0,60.1,China,Kaggle FoodDB,2024
848,Banana,Dairy,648.4,48.69,7.3,5.58,17.3,40.87,903.4,316.9,110.8,15.88,180.3,61.5,80.0,165.5,Canada,OpenFoodFacts,2020
849,Tuna (Canned),Nuts & Seeds,461.1,14.77,18.43,92.96,17.39,30.47,1437.4,782.0,9.16,14.66,249.6,92.7,53.0,73.2,Australia,USDA,2021
850,Cucumber (Bk),Fruits,125.4,24.165,17.16,29.88,3.86,30.21,1293.2,798.9,98.905,2.4,443.2,30.7,64.0,299.1,Brazil,FAO,2019
851,Bell Pepper (Ep),Dairy,435.1,19.35,57.92,60.01,11.47,21.1,1110.9,539.0,172.55,9.81,280.0,1.8,41.0,236.7,Brazil,NutritionData.self.com,2023
852,Avocado,Oils,435.1,9.9,22.15,66.42,3.67,29.29,514.8,1165.0,157.29,15.01,177.1,26.5,15.0,179.5,China,Kaggle FoodDB,2023
853,Beef (Lean),Legumes,381.8,43.3,49.94,116.26,11.31,23.04,616.6,256.9,15.81,18.56,287.9,91.7,74.0,191.9,Mexico,USDA,2023
854,Tofu (Uh),Fruits,97.3,29.7,42.91,62.614999999999995,15.29,29.67,1608.5,1.6,49.29,15.29,0.7,94.5,69.0,232.2,Usa,Kaggle FoodDB,2019
855,Celery,Vegetables,730.5,25.66,1.64,68.29,13.92,18.45,935.2,816.7,148.04,6.6,335.4,19.8,94.0,22.3,China,OpenFoodFacts,2019
856,Tuna (Canned),Oils,611.7,24.3,28.06,70.26,17.48,14.64,607.7,1136.3,102.25,12.23,280.0,22.9,33.0,37.0,Nigeria,FAO,2021
857,Apple,Legumes,453.7,15.38,54.62,84.31,3.2,14.71,797.1,841.6,27.13,2.01,132.9,29.2,90.0,59.6,Uk,Kaggle FoodDB,2018
858,Strawberry,Dairy,661.5,20.52,36.485,20.76,2.58,31.34,1045.8,320.4,176.91,10.05,84.3,74.2,34.0,243.4,Mexico,NutritionData.self.com,2020
859,Garlic,Seafood,480.6,32.34,67.55,25.83,14.28,32.17,1351.8,952.3,137.65,13.11,305.7,58.5,27.0,289.2,Australia,NutritionData.self.com,2019
860,Black Beans (Lk),Dairy,113.0,40.92,50.88,9.15,15.05,25.11,1976.4,108.4,168.56,10.05,244.0,55.4,81.0,189.0,Germany,NutritionData.self.com,2024
861,Orange,Seafood,515.8,5.93,27.72,71.82,1.03,19.61,1250.9,1128.3,172.76,0.39,364.3,13.5,16.0,109.6,Mexico,OpenFoodFacts,2020
862,Olive Oil (Uu),Fruits,862.7,22.22,28.49,68.87,0.38,12.51,275.8,1034.6,70.4,18.97,86.6,69.8,83.0,272.3,Germany,NutritionData.self.com,2022
863,Peas (Dl),Fruits,354.6,4.33,43.48,28.68,16.64,50.19,1024.0,296.3,91.28,8.41,340.0,24.1,83.0,140.1,Nigeria,USDA,2019
864,Lamb,Nuts & Seeds,548.9,25.035,36.11,57.12,4.86,37.27,1038.8,1136.9,157.05,11.68,442.3,7.5,70.0,189.4,Brazil,Kaggle FoodDB,2022
865,Mango,Grains,849.8,48.19,3.16,92.49,1.26,6.77,1835.2,202.4,194.46,18.02,25.2,45.4,51.0,81.8,Brazil,OpenFoodFacts,2019
866,Orange (Hy),Grains,714.3,43.07,58.83,3.95,9.815000000000001,39.13,577.4,701.9,180.98,14.07,376.1,43.6,104.0,178.6,Brazil,Kaggle FoodDB,2024
867,Avocado (Jg),Grains,600.0,9.37,56.98,62.02,19.69,23.54,258.6,989.5,139.48,15.24,466.5,5.1,106.0,266.6,Nigeria,USDA,2021
868,Cheddar Cheese,Seafood,771.3,47.24,43.42,28.32,5.89,36.03,1440.2,317.7,63.64,3.91,169.8,15.2,25.0,202.1,Canada,NutritionData.self.com,2023
869,Zucchini (Ud),Oils,82.5,22.92,20.59,59.76,11.75,17.49,444.1,667.4,87.36,13.3,446.4,44.1,84.0,156.8,Canada,OpenFoodFacts,2019
870,Chicken Breast,Nuts & Seeds,247.0,37.6,51.2,1.27,9.94,23.19,1246.1,886.7,95.32,15.63,33.7,83.9,19.0,254.7,Australia,Kaggle FoodDB,2021
871,Milk (Whole),Seafood,841.0,14.02,6.83,31.63,16.95,30.99,82.8,697.9,145.06,19.24,73.7,37.1,60.0,33.9,Usa,Kaggle FoodDB,2021
872,Pineapple,Fruits,317.7,30.99,62.27,80.67,8.13,26.03,1762.6,726.0,98.62,5.88,156.8,42.7,55.0,226.5,Canada,Kaggle FoodDB,2022
873,Peas,Fruits,388.1,46.39,44.48,93.38,13.14,20.47,891.3,791.3,90.84,9.62,287.5,37.8,104.0,192.7,Nigeria,NutritionData.self.com,2021
874,Chicken Breast (Mz),Grains,191.8,43.96,0.28,29.48,6.41,37.98,1546.5,753.6,193.62,10.39,338.5,82.6,20.0,147.0,Nigeria,Kaggle FoodDB,2022
875,Bell Pepper,Dairy,749.3,25.17,46.66,11.05,14.91,44.5,1386.9,931.1,1.09,0.32,379.6,3.7,10.0,186.4,Uk,FAO,2023
876,Tomato,Grains,814.5,2.4,8.91,87.45,3.66,1.54,1344.1,375.0,62.04,9.84,214.0,46.6,23.0,298.7,Mexico,NutritionData.self.com,2023
877,Kale,Grains,258.4,40.58,38.02,90.13,7.17,15.82,220.3,738.7,106.91,4.68,390.2,93.5,14.0,113.8,Brazil,USDA,2019
878,Blueberries,Grains,455.8,23.29,11.97,40.97,16.38,28.884999999999998,1280.7,761.3,116.96,12.47,234.0,35.5,108.0,122.2,Uk,Kaggle FoodDB,2023
879,Orange,Proteins,87.9,23.465000000000003,2.53,92.29,8.78,4.39,943.9,860.1,29.78,13.86,189.6,60.4,64.0,248.1,Usa,Kaggle FoodDB,2021
880,Tofu,Legumes,311.6,14.25,23.4,27.86,14.44,35.86,1429.7,800.5,103.09,3.84,268.7,22.1,66.0,228.3,Nigeria,USDA,2020
881,Almonds (Ob),Legumes,358.9,48.34,20.23,59.39,7.63,57.76,197.5,19.0,46.3,17.56,398.0,17.9,14.0,249.6,Uk,NutritionData.self.com,2019
882,Spinach,Fruits,344.6,24.165,42.91,38.87,0.58,8.79,1024.0,1106.9,177.41,7.46,27.0,49.0,55.0,92.5,Uk,USDA,2023
883,Pasta,Grains,112.7,34.31,15.09,68.29,17.96,57.3,1875.5,637.3,100.28,10.23,423.0,14.4,52.5,245.1,Uk,OpenFoodFacts,2021
884,Bell Pepper,Grains,411.5,0.26,27.02,88.51,9.815000000000001,30.47,1413.3,101.5,198.82,16.48,401.8,53.7,36.0,109.2,Australia,OpenFoodFacts,2020
885,Oats,Fruits,400.9,1.38,33.55,86.08,18.06,23.07,1495.7,1100.0,106.31,15.81,17.1,84.0,32.0,113.0,China,Kaggle FoodDB,2019
886,Onion,Vegetables,531.0,32.45,42.46,60.76,7.44,10.63,1478.8,382.1,15.44,0.49,28.0,36.6,76.0,286.4,Australia,OpenFoodFacts,2021
887,Spinach,Dairy,299.8,2.91,71.25,61.62,19.26,56.09,1498.5,776.9,83.05,4.75,248.0,20.6,3.0,113.8,Canada,NutritionData.self.com,2024
888,Onion,Vegetables,151.0,24.21,0.88,4.55,15.93,53.07,535.1,811.1,59.18,4.77,248.8,88.0,12.0,109.6,Germany,OpenFoodFacts,2021
889,Strawberry,Fruits,456.04999999999995,2.71,61.8,9.29,11.64,26.95,70.9,357.6,36.49,3.06,5.0,79.7,58.0,287.4,Uk,USDA,2021
890,Carrot,Legumes,324.0,20.27,62.22,104.89,6.92,39.21,583.6,1124.1,170.98,4.86,406.5,8.3,47.0,32.8,China,USDA,2018
891,Almonds,Nuts & Seeds,298.3,12.34,72.75,85.82,10.1,18.11,1567.3,567.7,190.49,6.76,348.6,49.6,100.0,12.2,India,Kaggle FoodDB,2024
892,Black Beans (Rd),Seafood,714.3,20.2,57.17,57.59,4.94,23.27,1028.4499999999998,511.6,33.53,2.0,145.4,56.2,72.0,152.3,Germany,NutritionData.self.com,2021
893,Shrimp,Legumes,47.9,11.66,18.99,92.88,14.73,34.14,753.1,799.2,134.34,15.05,187.2,46.0,6.0,168.9,Usa,FAO,2023
894,Chicken Breast,Fruits,405.0,36.29,34.73,38.62,6.79,26.66,63.4,1129.7,16.25,1.24,454.8,97.2,55.0,276.9,Canada,USDA,2019
895,Tofu,Grains,474.0,41.62,75.45,56.58,9.815000000000001,1.29,1060.0,654.0,98.29,0.55,62.1,90.9,61.0,139.8,China,USDA,2021
896,Bell Pepper,Proteins,517.2,13.35,68.5,30.51,2.98,37.88,40.0,1117.3,112.34,7.94,75.0,95.8,96.0,88.0,China,Kaggle FoodDB,2024
897,Lentils (Cb),Vegetables,746.4,29.53,43.9,45.05,8.03,33.36,1796.8,803.3,58.87,17.54,406.3,16.0,52.5,280.3,Uk,NutritionData.self.com,2020
898,Garlic,Seafood,233.3,29.72,15.44,9.98,19.65,30.22,1046.9,687.0,174.66,18.49,442.2,60.9,9.0,171.5,Canada,NutritionData.self.com,2018
899,Peanut Butter (Lr),Seafood,372.7,35.93,6.86,67.65,3.51,14.67,27.6,758.0,50.32,9.57,266.95,54.6,96.0,101.1,China,FAO,2019
900,Almonds,Oils,815.8,30.01,21.78,60.41,10.085,22.07,205.1,1105.2,65.39,11.58,249.2,61.7,32.0,232.8,Uk,NutritionData.self.com,2023
901,Garlic,Nuts & Seeds,717.6,40.86,46.49,65.82,14.9,45.41,695.2,803.6,2.0,17.02,172.6,19.8,20.0,132.5,China,NutritionData.self.com,2019
902,Green Beans (Kz),Nuts & Seeds,461.1,7.95,61.98,106.8,8.69,42.89,1038.8,276.3,43.79,3.86,132.2,58.5,44.0,231.8,Usa,OpenFoodFacts,2023
903,Spinach,Nuts & Seeds,52.2,7.28,56.7,102.11,10.95,32.1,1047.8,1189.2,149.56,1.62,352.3,5.5,16.0,51.6,Mexico,USDA,2019
904,Carrot (Vl),Proteins,810.2,26.65,35.32,61.71,6.05,12.54,818.9,774.0,164.03,13.12,457.2,60.1,69.0,123.7,Mexico,USDA,2018
905,White Rice,Dairy,495.5,34.36,36.485,30.4,6.65,54.31,559.2,720.4,42.2,3.41,417.1,75.5,36.0,53.3,Mexico,FAO,2023
906,Apple (Lz),Dairy,783.2,47.31,68.34,106.49,5.42,32.29,214.1,319.5,157.72,10.05,361.0,48.1,40.0,242.4,Brazil,USDA,2023
907,Turkey Breast,Dairy,476.5,48.65,66.21,79.47,17.8,56.66,61.6,985.1,121.38,18.62,481.5,61.6,75.0,245.1,India,USDA,2023
908,Garlic,Proteins,845.7,5.32,54.3,48.21,16.84,27.875,1145.4,230.4,15.1,2.46,354.5,62.5,63.0,243.1,Uk,OpenFoodFacts,2021
909,Blueberries,Oils,847.9,41.15,6.72,64.02,15.58,29.29,1723.9,135.7,184.31,19.4,17.8,97.2,40.0,66.1,Mexico,NutritionData.self.com,2023
910,Celery,Nuts & Seeds,316.7,20.7,16.92,99.73,1.47,12.89,682.9,677.4,59.97,1.76,489.4,42.2,26.0,257.4,India,FAO,2023
911,Zucchini,Oils,825.2,41.07,46.39,15.18,13.67,32.295,222.9,1070.3,101.05,3.46,452.6,21.2,63.0,295.6,Mexico,USDA,2018
912,Peanut Butter (Mw),Grains,407.4,6.91,26.73,104.44,18.64,37.39,1135.2,477.9,139.82,15.13,169.6,41.9,62.0,17.4,India,OpenFoodFacts,2018
913,Mango (Ar),Oils,775.1,0.29,51.92,65.48,13.26,54.92,157.9,984.9,62.66,18.52,175.9,56.8,76.0,213.9,China,USDA,2023
914,Olive Oil (Qp),Grains,175.8,6.35,52.9,71.3,19.28,36.42,1580.9,806.9,103.38,7.26,439.4,87.1,57.0,29.0,Australia,Kaggle FoodDB,2022
915,Shrimp (Vq),Dairy,624.0,24.2,29.2,51.29,6.15,27.77,113.7,207.7,4.22,12.49,248.0,31.8,2.0,163.7,Uk,NutritionData.self.com,2022
916,Avocado,Proteins,258.1,25.46,41.98,101.38,6.83,7.41,32.1,59.8,97.7,5.03,272.6,68.9,33.0,153.2,Brazil,FAO,2024
917,Brown Rice (Kf),Legumes,362.5,12.41,76.79,1.17,13.48,28.43,1719.7,896.0,167.04,17.92,297.2,98.0,7.0,271.9,Uk,Kaggle FoodDB,2024
918,Banana,Legumes,328.6,24.115000000000002,27.71,91.42,11.02,13.17,1985.1,875.6,134.85,14.82,433.0,42.9,51.0,139.7,Mexico,FAO,2018
919,Milk (Whole),Dairy,530.5,48.66,36.485,7.45,10.94,1.56,774.0,902.7,142.59,18.05,176.1,21.9,92.0,54.8,China,FAO,2018
920,Lamb (Wy),Grains,126.8,3.87,69.17,44.91,6.63,56.8,1643.6,403.5,173.26,7.76,278.2,91.8,27.0,80.3,Brazil,NutritionData.self.com,2019
921,Garlic,Grains,616.1,16.91,63.16,13.58,4.46,39.73,1501.4,570.1,191.8,14.8,448.2,31.6,88.0,105.9,Australia,FAO,2018
922,Sweet Potato (Vb),Grains,474.0,7.23,56.45,90.88,2.57,6.21,934.2,17.8,176.75,17.94,179.2,6.8,15.0,247.1,Nigeria,FAO,2020
923,Mango,Vegetables,851.1,41.33,3.2,54.36,14.27,14.61,1524.6,749.0,102.79,14.47,181.6,79.6,33.0,94.6,Canada,FAO,2019
924,Watermelon (Tb),Proteins,327.0,23.465000000000003,38.91,49.4,10.385000000000002,43.02,377.7,702.4,97.7,6.5,67.7,31.3,4.0,56.2,Australia,OpenFoodFacts,2020
925,Mango,Legumes,470.0,23.63,73.78,45.02,15.74,28.21,816.4,84.2,135.63,13.65,481.4,75.4,47.0,230.9,India,OpenFoodFacts,2018
926,Bread (Whole Wheat),Oils,435.1,2.32,32.01,51.69,16.07,19.75,1760.3,987.8,99.34,9.535,318.3,61.2,22.0,173.6,Mexico,Kaggle FoodDB,2024
927,Salmon,Legumes,699.6,6.87,12.74,97.05,11.155000000000001,33.17,1885.8,358.9,50.93,6.62,449.0,69.9,87.0,232.5,Canada,OpenFoodFacts,2019
928,Cottage Cheese,Proteins,788.5,10.37,17.33,97.49,11.35,14.1,1051.6,279.5,82.05,3.37,66.7,75.1,101.0,80.0,Canada,FAO,2023
929,Strawberry,Vegetables,496.9,8.7,11.03,0.04,9.62,12.19,83.9,1140.3,96.045,8.63,305.3,97.5,55.0,149.0,Usa,OpenFoodFacts,2018
930,Pork Loin,Grains,238.9,16.54,55.04,63.71,9.815000000000001,30.79,192.9,286.6,48.4,15.12,157.2,77.4,14.0,297.2,Usa,FAO,2021
931,Sweet Potato (Lf),Nuts & Seeds,553.9,0.11,1.79,21.8,7.01,25.81,1144.0,486.6,120.78,6.98,193.9,43.0,67.0,71.8,China,OpenFoodFacts,2024
932,Shrimp,Fruits,425.5,29.92,16.62,25.21,14.03,46.42,1273.8,366.5,53.08,1.23,19.9,77.7,89.0,155.4,China,OpenFoodFacts,2023
933,Oats,Proteins,445.95,6.39,71.2,81.92,6.22,35.97,954.7,255.8,17.86,16.89,5.7,76.2,35.0,113.2,Brazil,OpenFoodFacts,2019
934,Tomato,Dairy,260.6,4.16,5.68,85.18,19.71,53.59,752.6,709.8,66.85,4.5,463.7,30.2,101.0,294.6,Nigeria,Kaggle FoodDB,2024
935,Blueberries (Gy),Seafood,759.8,23.665,49.95,102.36,1.95,49.58,634.3,863.6,102.61,7.26,298.5,61.2,69.0,45.6,Australia,USDA,2022
936,Celery,Vegetables,454.5,33.47,67.21,112.13,6.51,55.61,971.4,929.5,103.27,0.5,325.4,49.2,59.0,74.7,Brazil,USDA,2020
937,Banana,Oils,333.2,21.45,54.06,43.33,11.39,0.92,606.0,965.9,60.77,9.535,471.3,71.2,20.0,167.2,Mexico,OpenFoodFacts,2024
938,Corn (Yw),Oils,418.0,26.79,41.94,59.76,19.87,16.61,1122.5,3.6,36.33,0.94,0.3,24.7,97.0,10.7,Usa,NutritionData.self.com,2024
939,Bell Pepper,Dairy,440.1,19.12,28.65,28.12,2.96,34.08,1267.7,1105.8,152.38,6.89,220.5,39.6,12.0,70.2,India,FAO,2023
940,Zucchini,Seafood,642.4,3.12,13.03,104.28,1.29,30.99,920.9,783.8,9.89,1.03,80.2,29.3,36.0,58.0,Canada,Kaggle FoodDB,2024
941,Turkey Breast,Nuts & Seeds,844.4,47.98,68.39,56.27,9.72,17.61,51.0,440.5,95.61,9.92,470.8,10.3,65.0,84.8,Nigeria,USDA,2023
942,Peas (Qp),Fruits,219.9,4.93,53.15,0.49,15.58,30.21,1316.8,1036.3,98.905,12.82,138.9,63.4,63.0,299.8,Germany,USDA,2020
943,Egg,Legumes,566.2,18.73,23.67,55.77,19.28,39.45,952.3,184.4,157.17,0.46,306.1,90.1,105.0,238.7,India,Kaggle FoodDB,2023
944,Sweet Potato (Yc),Oils,568.1,21.47,3.64,59.76,17.09,20.05,829.9,236.4,51.46,6.05,219.9,94.8,49.0,19.3,Usa,FAO,2018
945,Milk (Whole),Legumes,85.6,46.03,40.29,16.88,8.31,51.35,1266.7,732.5,85.45,2.83,199.2,98.5,10.0,139.1,India,FAO,2023
946,Cheddar Cheese,Grains,478.7,49.83,39.06,94.18,9.815000000000001,26.83,1375.4,30.0,99.99,17.5,460.2,52.5,45.0,167.2,Canada,FAO,2021
947,Olive Oil,Grains,615.9,18.24,79.9,92.97,6.02,29.92,1291.9,33.9,158.37,2.65,217.2,74.4,36.0,84.5,Australia,NutritionData.self.com,2019
948,Pineapple (Ix),Nuts & Seeds,318.2,32.01,30.63,90.38,16.94,5.24,446.7,545.2,95.69,19.39,9.5,42.0,2.0,102.1,India,FAO,2020
949,Watermelon,Fruits,876.9,5.91,16.34,60.18,19.79,8.92,1031.1,437.2,49.87,9.62,385.9,10.4,63.0,12.1,Canada,Kaggle FoodDB,2021
950,Cucumber,Fruits,373.6,12.93,23.11,46.58,19.41,51.88,148.8,1097.5,145.43,17.65,259.0,62.1,6.0,281.5,Uk,FAO,2024
951,Tomato (Mc),Oils,384.4,46.93,23.41,64.51,2.1,41.48,1530.9,1079.3,175.54,10.47,55.5,37.2,79.0,124.2,Germany,NutritionData.self.com,2022
952,Corn,Fruits,25.1,0.6,46.14,51.81,14.35,14.67,1449.3,552.0,193.71,11.49,259.0,48.8,55.0,263.4,Mexico,NutritionData.self.com,2020
953,Brown Rice (Hq),Proteins,445.95,15.55,71.1,84.57,1.56,32.07,586.6,883.2,51.31,8.31,11.1,4.9,70.0,124.2,Canada,USDA,2022
954,Cheddar Cheese (Tj),Vegetables,565.7,31.57,14.61,79.81,11.54,52.99,1537.3,933.1,197.58,6.69,58.2,58.5,20.0,37.9,Mexico,Kaggle FoodDB,2021
955,White Rice,Proteins,445.95,32.54,54.87,31.43,1.59,38.87,706.3,380.3,31.13,18.99,261.7,25.9,100.0,153.4,Uk,Kaggle FoodDB,2019
956,Celery (Mr),Seafood,166.9,49.18,43.03,76.75,18.73,22.59,341.3,253.1,173.39,11.92,482.0,13.6,77.0,151.5,Germany,Kaggle FoodDB,2019
957,Cottage Cheese (Rn),Dairy,739.7,29.67,48.27,44.69,8.98,58.27,1251.8,1116.6,40.03,8.85,277.8,93.7,63.0,261.9,Brazil,OpenFoodFacts,2020
958,Pasta,Proteins,730.3,1.65,70.16,116.68,7.65,29.13,922.7,635.2,118.49,10.97,62.0,42.9,23.0,89.2,Australia,OpenFoodFacts,2019
959,Blueberries,Grains,474.0,23.29,11.97,40.97,16.38,30.47,1280.7,761.3,116.96,12.47,249.2,35.5,108.0,122.2,Uk,Kaggle FoodDB,2023
960,Egg (Wi),Dairy,495.5,9.89,78.23,62.44,0.47,9.61,1310.5,537.8,179.38,7.89,493.0,38.3,98.0,262.4,Germany,Kaggle FoodDB,2021
961,Black Beans,Fruits,429.5,46.09,36.785,60.989999999999995,16.14,54.33,489.1,843.1,155.62,9.31,372.8,85.2,84.0,140.5,Uk,OpenFoodFacts,2022
962,Milk (Whole) (Pi),Legumes,461.3,22.53,42.48,30.2,14.9,6.12,1975.5,495.4,140.58,14.99,412.8,27.3,6.0,157.2,Uk,USDA,2023
963,Celery (Bu),Vegetables,763.5,28.87,14.27,101.04,11.63,48.0,427.6,617.8,29.21,12.22,14.9,96.8,63.0,232.2,Nigeria,USDA,2020
964,Peas (Xz),Nuts & Seeds,348.0,7.65,35.84,109.02,4.24,37.12,583.4,818.9,19.49,15.24,31.3,77.0,8.0,142.4,Nigeria,OpenFoodFacts,2018
965,Zucchini,Legumes,25.6,2.89,38.87,52.75,10.27,26.18,1015.5,595.0,110.54,1.24,225.1,80.2,41.0,185.9,Usa,OpenFoodFacts,2020
966,Blueberries (Rp),Seafood,77.8,29.37,48.49,65.62,13.77,51.08,1074.5,913.2,125.51,15.04,58.3,81.2,95.0,206.1,Germany,NutritionData.self.com,2018
967,Greek Yogurt,Dairy,763.6,22.06,24.05,55.62,18.25,28.51,1236.8,655.7,118.11,10.05,67.5,10.4,76.0,219.7,Usa,NutritionData.self.com,2024
968,Quinoa,Legumes,533.3,0.68,2.8,22.96,4.2,28.43,1247.3,465.2,92.2,13.32,276.5,36.5,67.0,14.7,Canada,FAO,2024
969,Carrot (Cj),Nuts & Seeds,678.8,29.05,37.66,14.9,5.56,14.24,265.2,712.5,197.25,14.69,249.6,35.7,96.0,270.1,Uk,NutritionData.self.com,2019
970,Kale (Va),Seafood,202.6,30.25,55.06,99.94,3.83,4.85,1626.4,877.2,69.44,15.82,218.3,49.2,69.0,299.7,Nigeria,Kaggle FoodDB,2022
971,Pork Loin,Oils,274.5,7.73,3.67,12.91,8.32,53.97,536.6,31.8,176.08,16.44,60.7,41.2,35.0,127.5,Brazil,Kaggle FoodDB,2023
972,Mushroom,Dairy,736.7,40.52,65.12,99.59,6.17,41.66,858.9,1195.3,84.53,13.33,65.6,96.1,79.0,268.0,China,USDA,2019
973,Carrot (Rb),Seafood,820.1,23.665,7.12,65.52,10.36,21.34,213.2,937.2,38.85,9.57,79.7,19.8,55.0,108.6,Germany,NutritionData.self.com,2021
974,Peas (Sc),Seafood,199.9,22.5,77.76,74.85,16.6,47.14,1418.9,862.2,37.2,6.21,312.2,59.5,35.0,168.8,Brazil,OpenFoodFacts,2018
975,Blueberries,Grains,171.1,33.5,53.94,79.16,18.1,59.13,856.2,935.9,164.59,10.23,112.5,6.8,97.0,32.7,Uk,NutritionData.self.com,2021
976,Mushroom,Oils,77.5,6.43,73.93,70.14,15.26,19.77,1585.5,339.2,165.7,10.17,450.3,57.0,15.0,106.1,Brazil,USDA,2024
977,Egg,Dairy,631.2,26.54,56.54,90.63,9.51,17.93,1608.7,704.0,134.93,15.14,142.3,2.2,37.0,68.0,Uk,NutritionData.self.com,2020
978,Cucumber (Pz),Oils,730.9,25.9,40.825,59.76,6.37,38.62,1372.8,413.5,176.82,0.69,226.0,86.0,109.0,292.4,Germany,OpenFoodFacts,2022
979,Peanut Butter,Nuts & Seeds,842.6,45.75,7.81,119.53,10.56,53.38,147.3,309.9,8.97,11.28,367.3,98.7,36.0,13.0,Germany,OpenFoodFacts,2019
980,Beef (Lean),Seafood,516.2,18.23,26.26,28.76,19.41,30.99,963.5,726.5,23.14,14.52,194.2,63.4,64.0,144.5,Australia,USDA,2022
981,Peas,Legumes,437.7,44.44,47.22,107.51,11.155000000000001,53.28,1096.9,1087.4,199.55,9.92,443.7,43.3,91.0,213.9,China,Kaggle FoodDB,2021
982,Green Beans,Grains,474.0,23.16,8.88,63.71,7.43,56.3,104.5,1033.4,68.82,0.56,386.0,17.4,45.0,245.7,Uk,USDA,2018
983,Blueberries,Vegetables,472.1,36.83,72.18,55.855000000000004,17.85,8.73,627.3,757.2,69.47,12.56,446.6,57.8,109.0,225.4,Brazil,Kaggle FoodDB,2019
984,Banana,Legumes,598.5,32.15,39.825,109.71,9.14,34.88,160.4,268.2,27.77,4.33,106.2,0.7,80.0,184.7,Usa,FAO,2019
985,Chicken Breast,Vegetables,548.35,3.54,8.93,4.56,3.24,54.18,315.0,875.3,113.81,17.97,300.9,12.5,53.0,69.1,India,Kaggle FoodDB,2021
986,Egg,Legumes,35.9,25.19,13.87,18.86,14.42,20.48,975.7,73.5,184.13,12.28,95.0,71.4,37.0,294.3,Brazil,OpenFoodFacts,2024
987,Zucchini (Li),Dairy,435.1,13.61,36.77,103.09,14.34,35.7,157.6,155.4,26.54,3.71,233.1,32.2,8.0,246.3,Usa,FAO,2019
988,Watermelon (Xv),Grains,603.9,7.3,37.71,112.07,17.55,32.09,198.1,95.0,102.88,16.97,234.0,14.7,42.0,95.8,China,USDA,2023
989,Mushroom,Legumes,423.3,1.84,11.49,89.02,9.22,22.97,1647.8,306.8,18.72,18.43,208.1,6.5,15.0,57.4,India,USDA,2022
990,Watermelon (Wl),Proteins,51.8,4.53,37.849999999999994,3.66,1.65,40.32,1760.0,567.1,96.31,1.61,202.5,12.6,30.0,251.8,Usa,NutritionData.self.com,2022
